timestamp,split,agent_id,area,provider,cash_in_bdt,cash_out_bdt,provider_emoney_before_bdt,provider_emoney_after_bdt,provider_safe_threshold_bdt,authorized_topup_bdt,feed_status,feed_age_minutes,ground_truth_anomaly,ground_truth_anomaly_type,ground_truth_data_quality_issue,event_context,shared_cash_after_bdt,shared_cash_safe_threshold_bdt
2026-05-01T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,11780,15970,89960,94150,15000,0,fresh,5,0,none,0,payday+weekend,212130,28000
2026-05-01T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,11530,11190,112000,111660,17000,0,fresh,6,0,none,0,payday+weekend,212130,28000
2026-05-01T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,8720,6940,99130,97350,19000,0,fresh,5,0,none,0,payday+weekend,212130,28000
2026-05-01T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,17400,14690,94150,91440,15000,0,fresh,5,0,none,0,payday+weekend,215210,28000
2026-05-01T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,10130,8930,111660,110460,17000,0,fresh,1,0,none,0,payday+weekend,215210,28000
2026-05-01T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,8340,9170,97350,98180,19000,0,fresh,3,0,none,0,payday+weekend,215210,28000
2026-05-01T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,11390,13330,91440,93380,15000,0,fresh,1,0,none,0,payday+weekend,211130,28000
2026-05-01T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,9490,11040,110460,112010,17000,0,fresh,1,0,none,0,payday+weekend,211130,28000
2026-05-01T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5890,6480,98180,98770,19000,0,fresh,7,0,none,0,payday+weekend,211130,28000
2026-05-01T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,9860,11240,93380,94760,15000,0,fresh,3,0,none,0,payday+weekend,205070,28000
2026-05-01T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,7380,9610,112010,114240,17000,0,fresh,8,0,none,0,payday+weekend,205070,28000
2026-05-01T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5960,8410,98770,101220,19000,0,fresh,8,0,none,0,payday+weekend,205070,28000
2026-05-01T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10530,11560,94760,95790,15000,0,fresh,7,0,none,0,payday+weekend,200810,28000
2026-05-01T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,8690,10790,114240,116340,17000,0,fresh,4,0,none,0,payday+weekend,200810,28000
2026-05-01T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5880,7010,101220,102350,19000,0,fresh,2,0,none,0,payday+weekend,200810,28000
2026-05-01T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,12020,8650,95790,92420,15000,0,fresh,3,0,none,0,payday+weekend,202430,28000
2026-05-01T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,7790,8080,116340,116630,17000,0,fresh,3,0,none,0,payday+weekend,202430,28000
2026-05-01T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5080,6540,102350,103810,19000,0,fresh,3,0,none,0,payday+weekend,202430,28000
2026-05-01T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10130,11110,92420,93400,15000,0,fresh,8,0,none,0,payday+weekend,200490,28000
2026-05-01T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,6940,7870,116630,117560,17000,0,fresh,7,0,none,0,payday+weekend,200490,28000
2026-05-01T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4510,4540,103810,103840,19000,0,fresh,5,0,none,0,payday+weekend,200490,28000
2026-05-01T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1590,2000,93400,93810,15000,0,fresh,8,0,none,0,payday+weekend,200010,28000
2026-05-01T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1110,950,117560,117400,17000,0,fresh,5,0,none,0,payday+weekend,200010,28000
2026-05-01T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,820,1050,103840,104070,19000,0,fresh,3,0,none,0,payday+weekend,200010,28000
2026-05-01T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1120,1500,93810,94190,15000,0,fresh,6,0,none,0,payday+weekend,199840,28000
2026-05-01T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1520,1320,117400,117200,17000,0,fresh,8,0,none,0,payday+weekend,199840,28000
2026-05-01T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,870,860,104070,104060,19000,0,fresh,6,0,none,0,payday+weekend,199840,28000
2026-05-01T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1610,1760,94190,94340,15000,0,fresh,6,0,none,0,payday+weekend,199620,28000
2026-05-01T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1290,1330,117200,117240,17000,0,fresh,3,0,none,0,payday+weekend,199620,28000
2026-05-01T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,880,910,104060,104090,19000,0,fresh,6,0,none,0,payday+weekend,199620,28000
2026-05-01T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1630,1590,94340,94300,15000,0,fresh,1,0,none,0,payday+weekend,199490,28000
2026-05-01T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1100,1280,117240,117420,17000,0,fresh,3,0,none,0,payday+weekend,199490,28000
2026-05-01T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,820,810,104090,104080,19000,0,fresh,6,0,none,0,payday+weekend,199490,28000
2026-05-01T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1480,1620,94300,94440,15000,0,fresh,4,0,none,0,payday+weekend,199140,28000
2026-05-01T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1340,1370,117420,117450,17000,0,fresh,8,0,none,0,payday+weekend,199140,28000
2026-05-01T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,590,770,104080,104260,19000,0,fresh,6,0,none,0,payday+weekend,199140,28000
2026-05-01T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1570,1780,94440,94650,15000,0,fresh,3,0,none,0,payday+weekend,198810,28000
2026-05-01T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1310,1670,117450,117810,17000,0,fresh,1,0,none,0,payday+weekend,198810,28000
2026-05-01T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,1160,920,104260,104020,19000,0,fresh,7,0,none,0,payday+weekend,198810,28000
2026-05-01T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,990,1920,94650,95580,15000,0,fresh,5,0,none,0,payday+weekend,197610,28000
2026-05-01T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1160,1250,117810,117900,17000,0,fresh,2,0,none,0,payday+weekend,197610,28000
2026-05-01T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,920,1100,104020,104200,19000,0,fresh,1,0,none,0,payday+weekend,197610,28000
2026-05-01T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1700,1190,95580,95070,15000,0,fresh,4,0,none,0,payday+weekend,197950,28000
2026-05-01T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1070,1270,117900,118100,17000,0,fresh,6,0,none,0,payday+weekend,197950,28000
2026-05-01T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,1050,1020,104200,104170,19000,0,fresh,5,0,none,0,payday+weekend,197950,28000
2026-05-02T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1560,1430,95070,94940,15000,0,fresh,3,0,none,0,payday+weekend,197520,28000
2026-05-02T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1290,1420,118100,118230,17000,0,fresh,5,0,none,0,payday+weekend,197520,28000
2026-05-02T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,620,1050,104170,104600,19000,0,fresh,3,0,none,0,payday+weekend,197520,28000
2026-05-02T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1610,1760,94940,95090,15000,0,fresh,5,0,none,0,payday+weekend,197200,28000
2026-05-02T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1450,1300,118230,118080,17000,0,fresh,2,0,none,0,payday+weekend,197200,28000
2026-05-02T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,750,1070,104600,104920,19000,0,fresh,1,0,none,0,payday+weekend,197200,28000
2026-05-02T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,8490,7830,95090,94430,15000,0,fresh,5,0,none,0,payday+weekend,195870,28000
2026-05-02T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,8070,8550,118080,118560,17000,0,fresh,4,0,none,0,payday+weekend,195870,28000
2026-05-02T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4080,5590,104920,106430,19000,0,fresh,7,0,none,0,payday+weekend,195870,28000
2026-05-02T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,9040,8800,94430,94190,15000,0,fresh,5,0,none,0,payday+weekend,192280,28000
2026-05-02T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,6560,8700,118560,120700,17000,0,fresh,2,0,none,0,payday+weekend,192280,28000
2026-05-02T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,6040,7730,106430,108120,19000,0,fresh,8,0,none,0,payday+weekend,192280,28000
2026-05-02T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10020,12200,94190,96370,15000,0,fresh,8,0,none,0,payday+weekend,183790,28000
2026-05-02T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,6740,11350,120700,125310,17000,0,fresh,6,0,none,0,payday+weekend,183790,28000
2026-05-02T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5130,6830,108120,109820,19000,0,fresh,3,0,none,0,payday+weekend,183790,28000
2026-05-02T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,15600,14540,96370,95310,15000,0,fresh,2,0,none,0,payday+weekend,186990,28000
2026-05-02T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,11980,10540,125310,123870,17000,0,fresh,4,0,none,0,payday+weekend,186990,28000
2026-05-02T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,7020,6320,109820,109120,19000,0,fresh,2,0,none,0,payday+weekend,186990,28000
2026-05-02T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,13750,12930,95310,94490,15000,0,fresh,7,0,none,0,payday+weekend,184830,28000
2026-05-02T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,9030,13350,123870,128190,17000,0,fresh,8,0,none,0,payday+weekend,184830,28000
2026-05-02T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,7640,6300,109120,107780,19000,0,fresh,2,0,none,0,payday+weekend,184830,28000
2026-05-02T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,14510,15870,94490,95850,15000,0,fresh,5,0,none,0,payday+weekend,180160,28000
2026-05-02T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,9900,11470,128190,129760,17000,0,fresh,1,0,none,0,payday+weekend,180160,28000
2026-05-02T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,8470,10210,107780,109520,19000,0,fresh,1,0,none,0,payday+weekend,180160,28000
2026-05-02T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,13860,14600,95850,96590,15000,0,fresh,6,0,none,0,payday+weekend,182550,28000
2026-05-02T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,14750,11900,129760,126910,17000,0,fresh,3,0,none,0,payday+weekend,182550,28000
2026-05-02T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,9740,9460,109520,109240,19000,0,fresh,3,0,none,0,payday+weekend,182550,28000
2026-05-02T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,13770,18020,96590,100840,15000,0,fresh,3,0,none,0,payday+weekend,176590,28000
2026-05-02T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,11890,14540,126910,129560,17000,0,fresh,8,0,none,0,payday+weekend,176590,28000
2026-05-02T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,9840,8900,109240,108300,19000,0,fresh,1,0,none,0,payday+weekend,176590,28000
2026-05-02T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,14310,11490,100840,98020,15000,0,fresh,6,0,none,0,payday+weekend,183230,28000
2026-05-02T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,9660,10070,129560,129970,17000,0,fresh,3,0,none,0,payday+weekend,183230,28000
2026-05-02T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,9260,5030,108300,104070,19000,0,fresh,3,0,none,0,payday+weekend,183230,28000
2026-05-02T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10810,12910,98020,100120,15000,0,fresh,4,0,none,0,payday+weekend,180320,28000
2026-05-02T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,10750,11730,129970,130950,17000,0,fresh,3,0,none,0,payday+weekend,180320,28000
2026-05-02T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,6150,5980,104070,103900,19000,0,fresh,1,0,none,0,payday+weekend,180320,28000
2026-05-02T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10340,13170,100120,102950,15000,0,fresh,4,0,none,0,payday+weekend,176400,28000
2026-05-02T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,11470,11240,130950,130720,17000,0,fresh,7,0,none,0,payday+weekend,176400,28000
2026-05-02T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,5180,6500,103900,105220,19000,0,fresh,7,0,none,0,payday+weekend,176400,28000
2026-05-02T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,10860,12530,102950,104620,15000,0,fresh,3,0,none,0,payday+weekend,174330,28000
2026-05-02T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,9880,8450,130720,129290,17000,0,fresh,2,0,none,0,payday+weekend,174330,28000
2026-05-02T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4920,6750,105220,107050,19000,0,fresh,5,0,none,0,payday+weekend,174330,28000
2026-05-02T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,11160,10370,104620,103830,15000,0,fresh,1,0,none,0,payday+weekend,174000,28000
2026-05-02T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,6690,7990,129290,130590,17000,0,fresh,2,0,none,0,payday+weekend,174000,28000
2026-05-02T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4800,4620,107050,106870,19000,0,fresh,5,0,none,0,payday+weekend,174000,28000
2026-05-02T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,8190,9900,103830,105540,15000,0,fresh,5,0,none,0,payday+weekend,172290,28000
2026-05-02T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,7050,7480,130590,131020,17000,0,fresh,5,0,none,0,payday+weekend,172290,28000
2026-05-02T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4350,3920,106870,106440,19000,0,fresh,3,0,none,0,payday+weekend,172290,28000
2026-05-02T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1680,1410,105540,105270,15000,0,fresh,8,0,none,0,payday+weekend,172680,28000
2026-05-02T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1070,1320,131020,131270,17000,0,fresh,4,0,none,0,payday+weekend,172680,28000
2026-05-02T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,1080,710,106440,106070,19000,0,fresh,1,0,none,0,payday+weekend,172680,28000
2026-05-02T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1420,1320,105270,105170,15000,0,fresh,7,0,none,0,payday+weekend,172570,28000
2026-05-02T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1360,1320,131270,131230,17000,0,fresh,6,0,none,0,payday+weekend,172570,28000
2026-05-02T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,960,1210,106070,106320,19000,0,fresh,8,0,none,0,payday+weekend,172570,28000
2026-05-02T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1340,2040,105170,105870,15000,0,fresh,2,0,none,0,payday+weekend,171800,28000
2026-05-02T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1250,1480,131230,131460,17000,0,fresh,6,0,none,0,payday+weekend,171800,28000
2026-05-02T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,940,780,106320,106160,19000,0,fresh,7,0,none,0,payday+weekend,171800,28000
2026-05-02T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1670,1430,105870,105630,15000,0,fresh,5,0,none,0,payday+weekend,171490,28000
2026-05-02T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1330,1480,131460,131610,17000,0,fresh,8,0,none,0,payday+weekend,171490,28000
2026-05-02T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,650,1050,106160,106560,19000,0,fresh,5,0,none,0,payday+weekend,171490,28000
2026-05-02T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1230,1940,105630,106340,15000,0,fresh,1,0,none,0,payday+weekend,170940,28000
2026-05-02T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1250,1260,131610,131620,17000,0,fresh,5,0,none,0,payday+weekend,170940,28000
2026-05-02T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,960,790,106560,106390,19000,0,fresh,8,0,none,0,payday+weekend,170940,28000
2026-05-02T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1470,1320,106340,106190,15000,0,fresh,6,0,none,0,payday+weekend,170800,28000
2026-05-02T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1270,1200,131620,131550,17000,0,fresh,8,0,none,0,payday+weekend,170800,28000
2026-05-02T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,630,990,106390,106750,19000,0,fresh,6,0,none,0,payday+weekend,170800,28000
2026-05-02T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1460,1450,106190,106180,15000,0,fresh,4,0,none,0,payday+weekend,169930,28000
2026-05-02T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1210,1860,131550,132200,17000,0,fresh,2,0,none,0,payday+weekend,169930,28000
2026-05-02T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,790,1020,106750,106980,19000,0,fresh,6,0,none,0,payday+weekend,169930,28000
2026-05-02T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1430,1420,106180,106170,15000,0,fresh,2,0,none,0,payday+weekend,169900,28000
2026-05-02T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,1160,1270,132200,132310,17000,0,fresh,3,0,none,0,payday+weekend,169900,28000
2026-05-02T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,920,850,106980,106910,19000,0,fresh,3,0,none,0,payday+weekend,169900,28000
2026-05-03T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,1100,980,106170,106050,15000,0,fresh,5,0,none,0,routine,170130,28000
2026-05-03T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,790,750,132310,132270,17000,0,fresh,7,0,none,0,routine,170130,28000
2026-05-03T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,620,550,106910,106840,19000,0,fresh,8,0,none,0,routine,170130,28000
2026-05-03T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,880,900,106050,106070,15000,0,fresh,2,0,none,0,routine,169460,28000
2026-05-03T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,480,960,132270,132750,17000,0,fresh,1,0,none,0,routine,169460,28000
2026-05-03T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,540,710,106840,107010,19000,0,fresh,8,0,none,0,routine,169460,28000
2026-05-03T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,5040,3890,106070,104920,15000,0,fresh,7,0,none,0,routine,168730,28000
2026-05-03T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,3610,4730,132750,133870,17000,0,fresh,8,0,none,0,routine,168730,28000
2026-05-03T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,3820,4580,107010,107770,19000,0,fresh,2,0,none,0,routine,168730,28000
2026-05-03T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,4310,7070,104920,107680,15000,0,fresh,4,0,none,0,routine,164930,28000
2026-05-03T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,4820,6300,133870,135350,17000,0,fresh,2,0,none,0,routine,164930,28000
2026-05-03T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4220,3780,107770,107330,19000,0,fresh,8,0,none,0,routine,164930,28000
2026-05-03T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,6740,7200,107680,108140,15000,0,fresh,1,0,none,0,routine,164970,28000
2026-05-03T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,5050,5760,135350,136060,17000,0,fresh,3,0,none,0,routine,164970,28000
2026-05-03T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4020,2810,107330,106120,19000,0,fresh,8,0,none,0,routine,164970,28000
2026-05-03T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,7810,8750,108140,109080,15000,0,fresh,1,0,none,0,routine,161240,28000
2026-05-03T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,4860,7300,136060,138500,17000,0,fresh,3,0,none,0,routine,161240,28000
2026-05-03T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,3540,3890,106120,106470,19000,0,fresh,5,0,none,0,routine,161240,28000
2026-05-03T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,8240,8670,109080,109510,15000,0,fresh,1,0,none,0,routine,159470,28000
2026-05-03T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,Nagad,5290,6470,138500,139680,17000,0,fresh,3,0,none,0,routine,159470,28000
2026-05-03T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,Rocket,4360,4520,106470,106630,19000,0,fresh,1,0,none,0,routine,159470,28000
2026-05-03T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,bKash,8860,10580,109510,111230,15000,0,fresh,4,0,none,0,routine,156450,28000
