timestamp,split,agent_id,area,shared_cash_before_bdt,shared_cash_after_bdt,shared_cash_safe_threshold_bdt,total_cash_in_bdt,total_cash_out_bdt,net_cash_change_bdt,authorized_cash_support_bdt,event_context,ground_truth_shortage_within_6h,ground_truth_shortage_minutes,next_shared_cash_bdt
2026-05-02T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,192280,183790,28000,21890,30380,0,0,payday+weekend,0,,186990
2026-05-02T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,183790,186990,28000,34600,31400,3200,0,payday+weekend,0,,184830
2026-05-02T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,186990,184830,28000,30420,32580,0,0,payday+weekend,0,,180160
2026-05-02T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,184830,180160,28000,32880,37550,0,0,payday+weekend,0,,182550
2026-05-02T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,180160,182550,28000,38350,35960,2390,0,payday+weekend,0,,176590
2026-05-02T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,182550,176590,28000,35500,41460,0,0,payday+weekend,0,,183230
2026-05-02T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,176590,183230,28000,33230,26590,6640,0,payday+weekend,0,,180320
2026-05-02T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,183230,180320,28000,27710,30620,0,0,payday+weekend,0,,176400
2026-05-02T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,180320,176400,28000,26990,30910,0,0,payday+weekend,0,,174330
2026-05-02T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,176400,174330,28000,25660,27730,0,0,payday+weekend,0,,174000
2026-05-02T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,174330,174000,28000,22650,22980,0,0,payday+weekend,0,,172290
2026-05-02T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,174000,172290,28000,19590,21300,0,0,payday+weekend,0,,172680
2026-05-02T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,172290,172680,28000,3830,3440,390,0,payday+weekend,0,,172570
2026-05-02T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,172680,172570,28000,3740,3850,0,0,payday+weekend,0,,171800
2026-05-02T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,172570,171800,28000,3530,4300,0,0,payday+weekend,0,,171490
2026-05-02T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,171800,171490,28000,3650,3960,0,0,payday+weekend,0,,170940
2026-05-02T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,171490,170940,28000,3440,3990,0,0,payday+weekend,0,,170800
2026-05-02T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,170940,170800,28000,3370,3510,0,0,payday+weekend,0,,169930
2026-05-02T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,170800,169930,28000,3460,4330,0,0,payday+weekend,0,,169900
2026-05-02T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,169930,169900,28000,3510,3540,0,0,payday+weekend,0,,170130
2026-05-03T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,169900,170130,28000,2510,2280,230,0,routine,0,,169460
2026-05-03T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,170130,169460,28000,1900,2570,0,0,routine,0,,168730
2026-05-03T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,169460,168730,28000,12470,13200,0,0,routine,0,,164930
2026-05-03T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,168730,164930,28000,13350,17150,0,0,routine,0,,164970
2026-05-03T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,164930,164970,28000,15810,15770,40,0,routine,0,,161240
2026-05-03T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,164970,161240,28000,16210,19940,0,0,routine,0,,159470
2026-05-03T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,161240,159470,28000,17890,19660,0,0,routine,0,,156450
2026-05-03T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,159470,156450,28000,18720,21740,0,0,routine,0,,153380
2026-05-03T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,156450,153380,28000,18370,21440,0,0,routine,0,,151230
2026-05-03T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,153380,151230,28000,19810,21960,0,0,routine,0,,151660
2026-05-03T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,151230,151660,28000,21830,21400,430,0,routine,0,,147880
2026-05-03T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,151660,147880,28000,14890,18670,0,0,routine,0,,145940
2026-05-03T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,147880,145940,28000,16000,17940,0,0,routine,0,,144660
2026-05-03T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,145940,144660,28000,14470,15750,0,0,routine,0,,138830
2026-05-03T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,144660,138830,28000,11590,17420,0,0,routine,0,,137140
2026-05-03T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,138830,137140,28000,12170,13860,0,0,routine,0,,137020
2026-05-03T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,137140,137020,28000,2260,2380,0,0,routine,0,,137140
2026-05-03T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,137020,137140,28000,2550,2430,120,0,routine,0,,136610
2026-05-03T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,137140,136610,28000,2250,2780,0,0,routine,0,,136650
2026-05-03T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,136610,136650,28000,2120,2080,40,0,routine,0,,136520
2026-05-03T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,136650,136520,28000,2460,2590,0,0,routine,0,,136400
2026-05-03T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,136520,136400,28000,2260,2380,0,0,routine,0,,136110
2026-05-03T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,136400,136110,28000,2620,2910,0,0,routine,0,,135660
2026-05-03T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,136110,135660,28000,2470,2920,0,0,routine,0,,135430
2026-05-04T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,135660,135430,28000,2260,2490,0,0,routine,0,,135870
2026-05-04T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,135430,135870,28000,2450,2010,440,0,routine,0,,136160
2026-05-04T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,135870,136160,28000,14040,13750,290,0,routine,0,,133850
2026-05-04T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,136160,133850,28000,12330,14640,0,0,routine,0,,131860
2026-05-04T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,133850,131860,28000,14220,16210,0,0,routine,0,,129350
2026-05-04T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,131860,129350,28000,17410,19920,0,0,routine,0,,130040
2026-05-04T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,129350,130040,28000,19950,19260,690,0,routine,0,,128470
2026-05-04T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,130040,128470,28000,20210,21780,0,0,routine,1,360,130240
2026-05-04T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,128470,130240,28000,21610,19840,1770,0,routine,1,300,128360
2026-05-04T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,130240,128360,28000,21860,23740,0,0,routine,1,240,125500
2026-05-04T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,128360,125500,28000,17210,20070,0,0,routine,1,180,123980
2026-05-04T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,125500,123980,28000,17980,19500,0,0,routine,1,120,45380
2026-05-04T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,123980,45380,28000,14370,92970,0,0,routine,1,60,0
2026-05-04T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,45380,0,28000,16670,94780,0,0,routine,1,60,0
2026-05-04T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,16700,89220,0,0,routine,1,60,0
2026-05-04T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,12730,91840,0,0,routine,1,60,0
2026-05-04T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,1980,2410,0,0,routine,1,60,150
2026-05-04T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,150,28000,2550,2400,150,0,routine,1,60,0
2026-05-04T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,150,0,28000,2050,2590,0,0,routine,1,60,0
2026-05-04T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2220,2290,0,0,routine,1,60,120
2026-05-04T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,120,28000,2500,2380,120,0,routine,1,60,90
2026-05-04T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,120,90,28000,2420,2450,0,0,routine,1,60,0
2026-05-04T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,90,0,28000,2330,2890,0,0,routine,1,60,0
2026-05-04T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2170,2330,0,0,routine,1,60,0
2026-05-05T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2420,2620,0,0,routine,1,60,0
2026-05-05T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2250,2430,0,0,routine,0,,162890
2026-05-05T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,162890,28000,14080,16190,0,165000,routine,0,,164600
2026-05-05T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,162890,164600,28000,14040,12330,1710,0,routine,0,,161550
2026-05-05T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,164600,161550,28000,17760,20810,0,0,routine,0,,159610
2026-05-05T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,161550,159610,28000,15960,17900,0,0,routine,0,,151280
2026-05-05T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,159610,151280,28000,16070,24400,0,0,routine,0,,152330
2026-05-05T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,151280,152330,28000,19040,17990,1050,0,routine,0,,152640
2026-05-05T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,152330,152640,28000,19200,18890,310,0,routine,0,,151950
2026-05-05T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,152640,151950,28000,19780,20470,0,0,routine,0,,153520
2026-05-05T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,151950,153520,28000,19200,17630,1570,0,routine,0,,151290
2026-05-05T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,153520,151290,28000,18360,20590,0,0,routine,0,,151320
2026-05-05T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,151290,151320,28000,17190,17160,30,0,routine,0,,149390
2026-05-05T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,151320,149390,28000,16590,18520,0,0,routine,0,,114330
2026-05-05T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,149390,114330,28000,12950,48010,0,0,routine,0,,84440
2026-05-05T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,114330,84440,28000,12160,42050,0,0,routine,0,,46950
2026-05-05T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,84440,46950,28000,2840,40330,0,0,routine,0,,46180
2026-05-05T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,46950,46180,28000,1860,2630,0,0,routine,0,,46660
2026-05-05T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,46180,46660,28000,2550,2070,480,0,routine,0,,46050
2026-05-05T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,46660,46050,28000,2000,2610,0,0,routine,0,,45420
2026-05-05T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,46050,45420,28000,1990,2620,0,0,routine,0,,45390
2026-05-05T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,45420,45390,28000,2330,2360,0,0,routine,0,,44870
2026-05-05T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,45390,44870,28000,2430,2950,0,0,routine,0,,44370
2026-05-05T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,44870,44370,28000,2130,2630,0,0,routine,0,,44670
2026-05-06T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,44370,44670,28000,2540,2240,300,0,routine,0,,44570
2026-05-06T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,44670,44570,28000,2330,2430,0,0,routine,0,,44210
2026-05-06T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,44570,44210,28000,12690,13050,0,0,routine,0,,48790
2026-05-06T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,44210,48790,28000,16010,11430,4580,0,routine,0,,46200
2026-05-06T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,48790,46200,28000,15320,17910,0,0,routine,0,,45610
2026-05-06T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,46200,45610,28000,18470,19060,0,0,routine,0,,43830
2026-05-06T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,45610,43830,28000,18030,19810,0,0,routine,0,,45810
2026-05-06T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,43830,45810,28000,19980,18000,1980,0,routine,0,,43390
2026-05-06T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,45810,43390,28000,20520,22940,0,0,routine,1,360,43470
2026-05-06T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,43390,43470,28000,22570,22490,80,0,routine,1,300,37090
2026-05-06T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,43470,37090,28000,16110,22490,0,0,routine,1,240,34680
2026-05-06T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,37090,34680,28000,17380,19790,0,0,routine,1,180,33710
2026-05-06T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,34680,33710,28000,16480,17450,0,0,routine,1,120,36550
2026-05-06T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,33710,36550,28000,18120,15280,2840,0,routine,1,60,0
2026-05-06T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,36550,0,28000,13980,51050,0,0,routine,1,60,0
2026-05-06T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,11790,52810,0,0,routine,1,60,0
2026-05-06T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2160,37990,0,0,routine,1,60,130
2026-05-06T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,130,28000,2480,2350,130,0,routine,1,60,0
2026-05-06T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,130,0,28000,2060,2400,0,0,routine,1,60,0
2026-05-06T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2070,2560,0,0,routine,1,60,0
2026-05-06T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2300,2480,0,0,routine,1,60,20
2026-05-06T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,20,28000,2270,2250,20,0,routine,1,60,0
2026-05-06T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,20,0,28000,2290,2720,0,0,routine,1,60,90
2026-05-06T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,90,28000,2250,2160,90,0,routine,1,60,0
2026-05-07T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,90,0,28000,2010,2640,0,0,routine,1,60,0
2026-05-07T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2030,2360,0,0,routine,0,,165710
2026-05-07T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,165710,28000,11640,10930,710,165000,routine,0,,164780
2026-05-07T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,165710,164780,28000,14320,15250,0,0,routine,0,,159390
2026-05-07T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,164780,159390,28000,13650,19040,0,0,routine,0,,151470
2026-05-07T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,159390,151470,28000,15200,23120,0,0,routine,0,,145460
2026-05-07T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,151470,145460,28000,16070,22080,0,0,routine,0,,144810
2026-05-07T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,145460,144810,28000,19340,19990,0,0,routine,0,,143270
2026-05-07T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,144810,143270,28000,19210,20750,0,0,routine,0,,142360
2026-05-07T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,143270,142360,28000,19570,20480,0,0,routine,0,,137440
2026-05-07T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,142360,137440,28000,15990,20910,0,0,routine,1,360,134020
2026-05-07T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,137440,134020,28000,17590,21010,0,0,routine,1,300,131090
2026-05-07T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,134020,131090,28000,15550,18480,0,0,routine,1,240,131330
2026-05-07T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,131090,131330,28000,16740,16500,240,0,routine,1,180,88570
2026-05-07T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,131330,88570,28000,13140,55900,0,0,routine,1,120,45230
2026-05-07T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,88570,45230,28000,11730,55070,0,0,routine,1,60,0
2026-05-07T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,45230,0,28000,2320,47740,0,0,routine,1,60,340
2026-05-07T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,340,28000,2510,2170,340,0,routine,1,60,700
2026-05-07T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,340,700,28000,2430,2070,360,0,routine,1,60,800
2026-05-07T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,700,800,28000,2600,2500,100,0,routine,1,60,220
2026-05-07T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,800,220,28000,1910,2490,0,0,routine,1,60,70
2026-05-07T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,220,70,28000,2380,2530,0,0,routine,1,60,0
2026-05-07T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,70,0,28000,2260,2720,0,0,routine,1,60,20
2026-05-07T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,20,28000,2440,2420,20,0,routine,1,60,0
2026-05-08T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,20,0,28000,2070,2790,0,0,weekend,1,60,0
2026-05-08T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2300,3480,0,0,weekend,0,,162530
2026-05-08T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,162530,28000,12570,15040,0,165000,weekend,0,,161770
2026-05-08T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,162530,161770,28000,16360,17120,0,0,weekend,0,,157160
2026-05-08T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,161770,157160,28000,17430,22040,0,0,weekend,0,,159390
2026-05-08T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,157160,159390,28000,20820,18590,2230,0,weekend,0,,155500
2026-05-08T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,159390,155500,28000,22080,25970,0,0,weekend,0,,153600
2026-05-08T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,155500,153600,28000,23450,25350,0,0,weekend,0,,144100
2026-05-08T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,153600,144100,28000,19310,28810,0,0,weekend,0,,146010
2026-05-08T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,144100,146010,28000,24410,22500,1910,0,weekend,0,,148940
2026-05-08T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,146010,148940,28000,25030,22100,2930,0,weekend,0,,152050
2026-05-08T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,148940,152050,28000,21860,18750,3110,0,weekend,0,,150960
2026-05-08T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,152050,150960,28000,18850,19940,0,0,weekend,0,,143270
2026-05-08T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,150960,143270,28000,14640,22330,0,0,weekend,0,,140710
2026-05-08T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,143270,140710,28000,17000,19560,0,0,weekend,0,,140710
2026-05-08T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,140710,140710,28000,16330,16330,0,0,weekend,0,,139640
2026-05-08T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,140710,139640,28000,2410,3480,0,0,weekend,0,,139310
2026-05-08T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,139640,139310,28000,2570,2900,0,0,weekend,0,,139440
2026-05-08T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,139310,139440,28000,2800,2670,130,0,weekend,0,,138750
2026-05-08T19:00:00+00:00,train,AGT-SYL-001,Zindabazar,139440,138750,28000,2260,2950,0,0,weekend,0,,138480
2026-05-08T20:00:00+00:00,train,AGT-SYL-001,Zindabazar,138750,138480,28000,2850,3120,0,0,weekend,0,,138080
2026-05-08T21:00:00+00:00,train,AGT-SYL-001,Zindabazar,138480,138080,28000,2360,2760,0,0,weekend,0,,137590
2026-05-08T22:00:00+00:00,train,AGT-SYL-001,Zindabazar,138080,137590,28000,2770,3260,0,0,weekend,0,,137630
2026-05-08T23:00:00+00:00,train,AGT-SYL-001,Zindabazar,137590,137630,28000,2900,2860,40,0,weekend,0,,137320
2026-05-09T00:00:00+00:00,train,AGT-SYL-001,Zindabazar,137630,137320,28000,2700,3010,0,0,weekend,0,,136640
2026-05-09T01:00:00+00:00,train,AGT-SYL-001,Zindabazar,137320,136640,28000,2540,3220,0,0,weekend,0,,134050
2026-05-09T02:00:00+00:00,train,AGT-SYL-001,Zindabazar,136640,134050,28000,12420,15010,0,0,weekend,0,,131090
2026-05-09T03:00:00+00:00,train,AGT-SYL-001,Zindabazar,134050,131090,28000,15170,18130,0,0,weekend,0,,131280
2026-05-09T04:00:00+00:00,train,AGT-SYL-001,Zindabazar,131090,131280,28000,19260,19070,190,0,weekend,0,,133410
2026-05-09T05:00:00+00:00,train,AGT-SYL-001,Zindabazar,131280,133410,28000,21840,19710,2130,0,weekend,0,,132020
2026-05-09T06:00:00+00:00,train,AGT-SYL-001,Zindabazar,133410,132020,28000,20360,21750,0,0,weekend,0,,127740
2026-05-09T07:00:00+00:00,train,AGT-SYL-001,Zindabazar,132020,127740,28000,19280,23560,0,0,weekend,1,360,122160
2026-05-09T08:00:00+00:00,train,AGT-SYL-001,Zindabazar,127740,122160,28000,22780,28360,0,0,weekend,1,300,118100
2026-05-09T09:00:00+00:00,train,AGT-SYL-001,Zindabazar,122160,118100,28000,22150,26210,0,0,weekend,1,240,115520
2026-05-09T10:00:00+00:00,train,AGT-SYL-001,Zindabazar,118100,115520,28000,21800,24380,0,0,weekend,1,180,120540
2026-05-09T11:00:00+00:00,train,AGT-SYL-001,Zindabazar,115520,120540,28000,26610,21590,5020,0,weekend,1,120,45970
2026-05-09T12:00:00+00:00,train,AGT-SYL-001,Zindabazar,120540,45970,28000,20170,94740,0,0,weekend,1,60,0
2026-05-09T13:00:00+00:00,train,AGT-SYL-001,Zindabazar,45970,0,28000,18510,91220,0,0,weekend,1,60,0
2026-05-09T14:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,17490,91130,0,0,weekend,1,60,0
2026-05-09T15:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,13970,93210,0,0,weekend,1,60,0
2026-05-09T16:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2550,3330,0,0,weekend,1,60,0
2026-05-09T17:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2610,3180,0,0,weekend,1,60,0
2026-05-09T18:00:00+00:00,train,AGT-SYL-001,Zindabazar,0,0,28000,2830,3190,0,0,weekend,1,60,0
